customer_id,method,ground_truth_article_id,candidate_pool_size,top_10_recommendations,recommendation_count,top_10_all_inside_candidate_pool,top_10_contains_training_items,svd_scoreable_candidate_count,svd_unscoreable_candidate_count
08e5a409b104a26b85ed957286de5bc3ff21aea5e12f6c6ea3f1af6f3e9c3f14,svd_matrix_factorisation,0918292004,100,"[{""rank"": 1, ""article_id"": ""0863000003"", ""score"": 0.004753, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 2, ""article_id"": ""0861514001"", ""score"": 0.003059, ""product_type_name"": ""Shorts"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Shorts""}, {""rank"": 3, ""article_id"": ""0918292004"", ""score"": 0.00271, ""product_type_name"": ""Leggings/Tights"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Greenish Khaki"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 4, ""article_id"": ""0797942001"", ""score"": 0.002665, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Blouses""}, {""rank"": 5, ""article_id"": ""0755575006"", ""score"": 0.001853, ""product_type_name"": ""Vest top"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Light Purple"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Basic""}, {""rank"": 6, ""article_id"": ""0685602005"", ""score"": 0.001619, ""product_type_name"": ""Swimwear bottom"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Swimwear""}, {""rank"": 7, ""article_id"": ""0674492004"", ""score"": 0.001428, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Dark Blue"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Basic""}, {""rank"": 8, ""article_id"": ""0721468003"", ""score"": 0.001126, ""product_type_name"": ""Sandals"", ""product_group_name"": ""Shoes"", ""colour_group_name"": ""Yellowish Brown"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Shoes""}, {""rank"": 9, ""article_id"": ""0780297005"", ""score"": 0.001047, ""product_type_name"": ""Bra"", ""product_group_name"": ""Underwear"", ""colour_group_name"": ""Dark Red"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Under-, Nightwear""}, {""rank"": 10, ""article_id"": ""0767687004"", ""score"": 0.000792, ""product_type_name"": ""Bra"", ""product_group_name"": ""Underwear"", ""colour_group_name"": ""Dark Green"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}]",10,True,False,100,0
0d784dd0de0aeb1e23101e2bad64b54ce6411a5ceb6d280517aae2b8b45ca54b,svd_matrix_factorisation,0907188001,100,"[{""rank"": 1, ""article_id"": ""0708432005"", ""score"": 0.011583, ""product_type_name"": ""Top"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Green"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 2, ""article_id"": ""0879781001"", ""score"": 0.007624, ""product_type_name"": ""Top"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Knitwear""}, {""rank"": 3, ""article_id"": ""0730863018"", ""score"": 0.005418, ""product_type_name"": ""Trousers"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Denim"", ""garment_group_name"": ""Trousers Denim""}, {""rank"": 4, ""article_id"": ""0907188001"", ""score"": 0.004691, ""product_type_name"": ""Skirt"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Treatment"", ""garment_group_name"": ""Skirts""}, {""rank"": 5, ""article_id"": ""0672625002"", ""score"": 0.002686, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Blouses""}, {""rank"": 6, ""article_id"": ""0821338001"", ""score"": 0.002588, ""product_type_name"": ""Ballerinas"", ""product_group_name"": ""Shoes"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Shoes""}, {""rank"": 7, ""article_id"": ""0815026003"", ""score"": 0.002457, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Off White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Dressed""}, {""rank"": 8, ""article_id"": ""0677930062"", ""score"": 0.002362, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Beige"", ""graphical_appearance_name"": ""Embroidery"", ""garment_group_name"": ""Jersey Basic""}, {""rank"": 9, ""article_id"": ""0469039034"", ""score"": 0.002356, ""product_type_name"": ""Ballerinas"", ""product_group_name"": ""Shoes"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Shoes""}, {""rank"": 10, ""article_id"": ""0714730003"", ""score"": 0.002143, ""product_type_name"": ""Jumpsuit/Playsuit"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Red"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}]",10,True,False,100,0
1b0d82881e5dacce207e6dbc0fb31afb20bec9d6a9d5757556d3334d239e2359,svd_matrix_factorisation,0851370002,100,"[{""rank"": 1, ""article_id"": ""0820563003"", ""score"": 0.020242, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Knitwear""}, {""rank"": 2, ""article_id"": ""0662866003"", ""score"": 0.005792, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Light Blue"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Knitwear""}, {""rank"": 3, ""article_id"": ""0726183002"", ""score"": 0.005503, ""product_type_name"": ""Top"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Unknown""}, {""rank"": 4, ""article_id"": ""0716671004"", ""score"": 0.004974, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Dark Green"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Blouses""}, {""rank"": 5, ""article_id"": ""0852374015"", ""score"": 0.003651, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 6, ""article_id"": ""0880001001"", ""score"": 0.002939, ""product_type_name"": ""T-shirt"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Basic""}, {""rank"": 7, ""article_id"": ""0863587001"", ""score"": 0.002352, ""product_type_name"": ""T-shirt"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Basic""}, {""rank"": 8, ""article_id"": ""0635190003"", ""score"": 0.002119, ""product_type_name"": ""Bag"", ""product_group_name"": ""Accessories"", ""colour_group_name"": ""Dark Grey"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Accessories""}, {""rank"": 9, ""article_id"": ""0910444001"", ""score"": 0.001743, ""product_type_name"": ""Leggings/Tights"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Trousers""}, {""rank"": 10, ""article_id"": ""0793851005"", ""score"": 0.001324, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Beige"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Jersey Fancy""}]",10,True,False,100,0
26e237aa2bc47082d06d49af58bbd65785cb979daf3110313d1484b95adac609,svd_matrix_factorisation,0929275001,100,"[{""rank"": 1, ""article_id"": ""0732412003"", ""score"": 0.00636, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Special Offers""}, {""rank"": 2, ""article_id"": ""0640129001"", ""score"": 0.00623, ""product_type_name"": ""Bra"", ""product_group_name"": ""Underwear"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Under-, Nightwear""}, {""rank"": 3, ""article_id"": ""0855262002"", ""score"": 0.005671, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 4, ""article_id"": ""0812683003"", ""score"": 0.00543, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 5, ""article_id"": ""0745522003"", ""score"": 0.005087, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Green"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Blouses""}, {""rank"": 6, ""article_id"": ""0914453001"", ""score"": 0.004972, ""product_type_name"": ""Leggings/Tights"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Yellowish Brown"", ""graphical_appearance_name"": ""Other structure"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 7, ""article_id"": ""0688785004"", ""score"": 0.004628, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Knitwear""}, {""rank"": 8, ""article_id"": ""0659459001"", ""score"": 0.0045, ""product_type_name"": ""Coat"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Beige"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Outdoor""}, {""rank"": 9, ""article_id"": ""0578317005"", ""score"": 0.002976, ""product_type_name"": ""Sandals"", ""product_group_name"": ""Shoes"", ""colour_group_name"": ""Red"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Shoes""}, {""rank"": 10, ""article_id"": ""0733077002"", ""score"": 0.002766, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Light Green"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Dresses Ladies""}]",10,True,False,99,0
3123f45973abbcb0ab8b5f5fcc1dd42b10da36b7aa2ef7b77933ee76da4e3b29,svd_matrix_factorisation,0865076003,100,"[{""rank"": 1, ""article_id"": ""0745232001"", ""score"": 0.018335, ""product_type_name"": ""Skirt"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Denim"", ""garment_group_name"": ""Trousers Denim""}, {""rank"": 2, ""article_id"": ""0865076003"", ""score"": 0.015368, ""product_type_name"": ""T-shirt"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Dark Blue"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Basic""}, {""rank"": 3, ""article_id"": ""0737137003"", ""score"": 0.013294, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Blouses""}, {""rank"": 4, ""article_id"": ""0814116001"", ""score"": 0.010753, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Under-, Nightwear""}, {""rank"": 5, ""article_id"": ""0737990001"", ""score"": 0.006994, ""product_type_name"": ""Swimwear bottom"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Swimwear""}, {""rank"": 6, ""article_id"": ""0690624002"", ""score"": 0.006612, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Grey"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Knitwear""}, {""rank"": 7, ""article_id"": ""0921906002"", ""score"": 0.00609, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 8, ""article_id"": ""0654410023"", ""score"": 0.00501, ""product_type_name"": ""Polo shirt"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Dark Blue"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 9, ""article_id"": ""0587526001"", ""score"": 0.004312, ""product_type_name"": ""Earring"", ""product_group_name"": ""Accessories"", ""colour_group_name"": ""Gold"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Accessories""}, {""rank"": 10, ""article_id"": ""0735742001"", ""score"": 0.004263, ""product_type_name"": ""Skirt"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Trousers""}]",10,True,False,100,0
3c75c45e3146afbd5b94af65f915d7cbab38bde4ce10b2aca56eeb4607f48b58,svd_matrix_factorisation,0915529003,100,"[{""rank"": 1, ""article_id"": ""0915529003"", ""score"": 0.028146, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Knitwear""}, {""rank"": 2, ""article_id"": ""0856270002"", ""score"": 0.01581, ""product_type_name"": ""Top"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 3, ""article_id"": ""0839311003"", ""score"": 0.010488, ""product_type_name"": ""Trousers"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Greenish Khaki"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Trousers""}, {""rank"": 4, ""article_id"": ""0736584001"", ""score"": 0.01019, ""product_type_name"": ""Swimsuit"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Dark Green"", ""graphical_appearance_name"": ""Other structure"", ""garment_group_name"": ""Swimwear""}, {""rank"": 5, ""article_id"": ""0765086001"", ""score"": 0.008148, ""product_type_name"": ""Shorts"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Shorts""}, {""rank"": 6, ""article_id"": ""0777099001"", ""score"": 0.00753, ""product_type_name"": ""Skirt"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Light Blue"", ""graphical_appearance_name"": ""Denim"", ""garment_group_name"": ""Shorts""}, {""rank"": 7, ""article_id"": ""0562211012"", ""score"": 0.006251, ""product_type_name"": ""Belt"", ""product_group_name"": ""Accessories"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Accessories""}, {""rank"": 8, ""article_id"": ""0876355006"", ""score"": 0.005203, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Embroidery"", ""garment_group_name"": ""Blouses""}, {""rank"": 9, ""article_id"": ""0871477002"", ""score"": 0.004947, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Off White"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 10, ""article_id"": ""0651893001"", ""score"": 0.004023, ""product_type_name"": ""T-shirt"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}]",10,True,False,100,0
49aa7acbfaefc69d704346fb68e5d53116158378d8c91a4385d70dae2d739241,svd_matrix_factorisation,0906633001,100,"[{""rank"": 1, ""article_id"": ""0810838011"", ""score"": 0.03667, ""product_type_name"": ""Leggings/Tights"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Greenish Khaki"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 2, ""article_id"": ""0717884001"", ""score"": 0.019996, ""product_type_name"": ""Swimwear bottom"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Red"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Swimwear""}, {""rank"": 3, ""article_id"": ""0690936006"", ""score"": 0.009516, ""product_type_name"": ""Trousers"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Trousers""}, {""rank"": 4, ""article_id"": ""0861411003"", ""score"": 0.009142, ""product_type_name"": ""Swimwear bottom"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Swimwear""}, {""rank"": 5, ""article_id"": ""0662888001"", ""score"": 0.005798, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Grey"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Knitwear""}, {""rank"": 6, ""article_id"": ""0780887001"", ""score"": 0.005694, ""product_type_name"": ""Bikini top"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Swimwear""}, {""rank"": 7, ""article_id"": ""0799365015"", ""score"": 0.004073, ""product_type_name"": ""Trousers"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Light Blue"", ""graphical_appearance_name"": ""Denim"", ""garment_group_name"": ""Trousers Denim""}, {""rank"": 8, ""article_id"": ""0872707005"", ""score"": 0.003746, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Dark Purple"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 9, ""article_id"": ""0734440003"", ""score"": 0.003334, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 10, ""article_id"": ""0853390002"", ""score"": 0.002861, ""product_type_name"": ""Bikini top"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Dark Pink"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Swimwear""}]",10,True,False,100,0
50037beca7b64be27dcc9c560d0c84db3b26967cf7d6e25a8d37640798d87f28,svd_matrix_factorisation,0890683001,100,"[{""rank"": 1, ""article_id"": ""0715303001"", ""score"": 0.007722, ""product_type_name"": ""Bikini top"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Swimwear""}, {""rank"": 2, ""article_id"": ""0788846008"", ""score"": 0.0044, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Dark Beige"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 3, ""article_id"": ""0832311002"", ""score"": 0.003859, ""product_type_name"": ""Blazer"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Yellowish Brown"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Dressed""}, {""rank"": 4, ""article_id"": ""0693242003"", ""score"": 0.003373, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Knitwear""}, {""rank"": 5, ""article_id"": ""0732103004"", ""score"": 0.003011, ""product_type_name"": ""Jumpsuit/Playsuit"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Dark Blue"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 6, ""article_id"": ""0820168001"", ""score"": 0.002902, ""product_type_name"": ""Blazer"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Dressed""}, {""rank"": 7, ""article_id"": ""0792398001"", ""score"": 0.002536, ""product_type_name"": ""Trousers"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Trousers""}, {""rank"": 8, ""article_id"": ""0670527001"", ""score"": 0.002219, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 9, ""article_id"": ""0842724004"", ""score"": 0.001891, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Light Pink"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Blouses""}, {""rank"": 10, ""article_id"": ""0681373001"", ""score"": 0.001874, ""product_type_name"": ""Skirt"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Check"", ""garment_group_name"": ""Skirts""}]",10,True,False,99,0
7c6f2fc44c5803056ffe8cff44413d27a9aafa1c28dd0e436c8dc976f9a06c9d,svd_matrix_factorisation,0633148001,100,"[{""rank"": 1, ""article_id"": ""0787883002"", ""score"": 9.1e-05, ""product_type_name"": ""Blazer"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Off White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Dressed""}, {""rank"": 2, ""article_id"": ""0724905001"", ""score"": 8.1e-05, ""product_type_name"": ""Trousers"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Denim"", ""garment_group_name"": ""Trousers""}, {""rank"": 3, ""article_id"": ""0719214001"", ""score"": 4.9e-05, ""product_type_name"": ""Shorts"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Pink"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 4, ""article_id"": ""0675508001"", ""score"": 4.6e-05, ""product_type_name"": ""Blazer"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""Stripe"", ""garment_group_name"": ""Dressed""}, {""rank"": 5, ""article_id"": ""0796240001"", ""score"": 3.4e-05, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Yellowish Brown"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Special Offers""}, {""rank"": 6, ""article_id"": ""0603145001"", ""score"": 3.2e-05, ""product_type_name"": ""Underwear bottom"", ""product_group_name"": ""Underwear"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Under-, Nightwear""}, {""rank"": 7, ""article_id"": ""0880343002"", ""score"": 3e-05, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Greenish Khaki"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 8, ""article_id"": ""0882757004"", ""score"": 2.4e-05, ""product_type_name"": ""Bikini top"", ""product_group_name"": ""Swimwear"", ""colour_group_name"": ""Light Purple"", ""graphical_appearance_name"": ""All over pattern"", ""garment_group_name"": ""Swimwear""}, {""rank"": 9, ""article_id"": ""0683476001"", ""score"": 2.3e-05, ""product_type_name"": ""Dress"", ""product_group_name"": ""Garment Full body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Other structure"", ""garment_group_name"": ""Dresses Ladies""}, {""rank"": 10, ""article_id"": ""0666158001"", ""score"": 1.6e-05, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Blouses""}]",10,True,False,99,0
8436fa9e66133bdc995a04b74c5fad925aa58ed8b1cf2ced002c037fa0229f4a,svd_matrix_factorisation,0924243001,100,"[{""rank"": 1, ""article_id"": ""0798763003"", ""score"": 0.015691, ""product_type_name"": ""Top"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 2, ""article_id"": ""0704126009"", ""score"": 0.012096, ""product_type_name"": ""Trousers"", ""product_group_name"": ""Garment Lower body"", ""colour_group_name"": ""Off White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Trousers""}, {""rank"": 3, ""article_id"": ""0713692005"", ""score"": 0.006665, ""product_type_name"": ""Blouse"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Blouses""}, {""rank"": 4, ""article_id"": ""0717930001"", ""score"": 0.006278, ""product_type_name"": ""Flat shoe"", ""product_group_name"": ""Shoes"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Shoes""}, {""rank"": 5, ""article_id"": ""0711663009"", ""score"": 0.004415, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Yellowish Brown"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 6, ""article_id"": ""0777148008"", ""score"": 0.004231, ""product_type_name"": ""Sweater"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Light Yellow"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Knitwear""}, {""rank"": 7, ""article_id"": ""0723428002"", ""score"": 0.003775, ""product_type_name"": ""Vest top"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Black"", ""graphical_appearance_name"": ""Front print"", ""garment_group_name"": ""Jersey Fancy""}, {""rank"": 8, ""article_id"": ""0739334004"", ""score"": 0.003249, ""product_type_name"": ""Cardigan"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Dark Beige"", ""graphical_appearance_name"": ""Melange"", ""garment_group_name"": ""Knitwear""}, {""rank"": 9, ""article_id"": ""0832884001"", ""score"": 0.002882, ""product_type_name"": ""Bra"", ""product_group_name"": ""Underwear"", ""colour_group_name"": ""White"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Under-, Nightwear""}, {""rank"": 10, ""article_id"": ""0906296003"", ""score"": 0.002713, ""product_type_name"": ""Shirt"", ""product_group_name"": ""Garment Upper body"", ""colour_group_name"": ""Light Beige"", ""graphical_appearance_name"": ""Solid"", ""garment_group_name"": ""Blouses""}]",10,True,False,99,0
